SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
5835	11262	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5836	11263	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PHYSICAL MED. & REHABILITATION)	GN	EWNO	Allotted
5837	11271	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5838	11275	AIQ	MEDICAL COLLEGE	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5839	11276	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
5840	11278	MNG	Dr. DY Patil Medical College	Navi Mumbai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
5841	11283	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PATHOLOGY)	GN	OBC	Allotted
5842	11286	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5843	11289	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5844	11292	AIQ	COIMBATORE Medical College	COIMBATORE 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
5845	11295	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5846	11297	AIQ	Guwahati Medical College	Guwahati 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
5847	11300	JM	SBKS Med. Inst. and Res. Centre	Sumandeep Vidyapeeth Vadodara	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5848	11301	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5849	11302	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5850	11303	AIQ	BURDWAN MEDICAL COLLEGE	BURDWAN 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5851	11307	AIQ	Government Medical College	Surat 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5852	11312	AIQ	Dr. RAM MANOHAR LOHIA INSTITUTE OF MEDICAL	SCIENCE LUCKNOW	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
5853	11313	MNG	Kasturba Medical College	Manipal Univ. Mangalore	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
5854	11316	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5855	11320	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5856	11325	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5857	11332	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (RADIO- DIAGNOSIS)	ST	ST	Allotted
5858	11336	AIQ	Government Medical College	Miraj 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5859	11337	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5860	11347	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
5861	11348	AIQ	Kakatiya Medical College	Warangal 	M.D. (FORENSIC MEDICINE)	GN	GNNO	Allotted
5862	11352	AIQ	Darbhanga Medical College	Laheriasarai 	DIP.IN GYNAE. & OBST.	GN	OBC	Allotted
5863	11354	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5864	11363	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5865	11365	AIQ	Dr. Vaishampayan Memorial Government Medical College	Solapur 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5866	11378	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
5867	11379	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5868	11382	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (PAEDIATRICS)	GN	OBC	Allotted
5869	11383	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5870	11385	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5871	11395	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5872	11397	IP	Atal Bihari Vajpayee Institute of Medical Sciences and RML Hospital	IP 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
5873	11406	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5874	11413	AIQ	Silchar Medical College	Silchar 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
5875	11419	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5876	11422	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5877	11430	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5878	11431	AIQ	Assam Medical College	Dibrugarh 	M.S. (E.N.T.)	GN	GNNO	Allotted
5879	11434	AIQ	P.D.U. Govt. Medical College	Rajkot 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5880	11438	AIQ	Osmania Medical College	Koti 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5881	11442	AIQ	Government Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5882	11444	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5883	11447	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
5884	11448	MNG	Amrita Institute of Medical Science	Kochi 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
5885	11454	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5886	11457	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5887	11461	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
5888	11466	AIQ	Patna Medical College	Patna 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5889	11467	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5890	11471	AIQ	Karnataka Institute of Medical Sciences	Hubli 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5891	11472	AIQ	Government Medical College	Surat 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5892	11475	MNG	Chettinad Hospital and Research Institute	Kancheepuram 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
5893	11486	AIQ	Mahatma Gandhi Institute of Medical Sciences	Wardha 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5894	11491	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (PATHOLOGY)	GN	OBC	Allotted
5895	11492	AIQ	Government Medical College	Surat 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5896	11494	AIQ	Ganesh Shankar Vidyarthi Memorial Medical College	KANPUR 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5897	11506	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.S. (ORTHOPAEDICS)	ST	ST	Allotted
5898	11521	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5899	11522	AIQ	Government Medical College	Patiala 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5900	11527	AIQ	Government Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5901	11530	AIQ	Hassan Institute of Medical Sciences	Hassan 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5902	11531	AIQ	Government Medical College	Akola 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
5903	11535	AIQ	Indira Gandhi Institute of Medical Sciences	Patna 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5904	11537	AIQ	Byramjee Jeejeebhoy Government Medical College	Pune 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5905	11541	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5906	11543	AIQ	Indira Gandhi Institute of Medical Sciences	Patna 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5907	11545	AIQ	Assam Medical College	Dibrugarh 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
5908	11550	AIQ	Kakatiya Medical College	Warangal 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5909	11552	AIQ	Government Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5910	11562	AIQ	Dr. Vaishampayan Memorial Government Medical College	Solapur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5911	11569	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.D. (PATHOLOGY)	GN	OBC	Allotted
5912	11578	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (MICROBIOLOGY)	GN	GNNO	Allotted
5913	11579	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (FORENSIC MEDICINE)	GN	OBC	Allotted
5914	11591	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5915	11596	AIQ	MEDICAL COLLEGE	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5916	11600	AIQ	MEDICAL COLLEGE	KOLKATA 	DIP.IN GYNAE. & OBST.	GN	OBC	Allotted
5917	11603	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5918	11621	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5919	11623	AIQ	BURDWAN MEDICAL COLLEGE	BURDWAN 	M.D. (MICROBIOLOGY)	GN	EWNO	Allotted
5920	11624	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5921	11626	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
5922	11628	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
5923	11632	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5924	11633	MNG	Rajarajeswari Medical College and Hospital	Bangalore 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
5925	11634	AIQ	MEDICAL COLLEGE	KOLKATA 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
5926	11646	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5927	11648	AIQ	King Georges Medical University	LUCKNOW 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
5928	11649	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5929	11650	AIQ	Bangalore Medical College	Bangalore 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	ST	ST	Allotted
5930	11654	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5931	11660	MNG	JSS Medical College	Jagadguru 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
5932	11668	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5933	11669	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
5934	11670	AIQ	B.J. Medical College	Ahmedabad 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
5935	11673	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
5936	11674	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
5937	11677	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine)	GN	GNNO	Allotted
5938	11683	AIQ	Pt. Jawahar Lal Nehru Memorial Medical College	Raipur 	M.D. (Radiotherapy/Radio Oncology)	GN	EWNO	Allotted
5939	11689	AIQ	Grant Medical College	Mumbai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5940	11691	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
5941	11710	AIQ	B.J. Medical College	Ahmedabad 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
5942	11712	AIQ	Government Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5943	11717	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
5944	11729	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
5945	11730	AIQ	Government Medical College	Thrissur 	M.D. (PATHOLOGY)	GN	OBC	Allotted
5946	11741	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PHYSICAL MED. & REHABILITATION)	GN	OBC	Allotted
5947	11743	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5948	11746	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PSYCHIATRY)	SC	SC	Allotted
5949	11748	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
5950	11757	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5951	11759	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (GENERAL MEDICINE)	GN	EWNO	Allotted
5952	11761	MNG	Institute of Medical Sciences and SUMH	Bhubaneswar 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5953	11774	MNG	K.S Hegde Medical Academy	Mangaluru 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
5954	11776	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5955	11786	AIQ	Ganesh Shankar Vidyarthi Memorial Medical College	KANPUR 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
5956	11803	AIQ	Government Medical College	Surat 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5957	11804	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5958	11810	AIQ	Osmania Medical College	Koti 	M.D. (PAEDIATRICS)	ST	ST	Allotted
5959	11816	AIQ	Government Medical College	Patiala 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5960	11817	AIQ	Baba Raghav Das Medical College	GORAKHPUR 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5961	11820	AIQ	Government Medical College	Aurangabad 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5962	11822	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
5963	11823	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5964	11829	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
5965	11834	AIQ	Silchar Medical College	Silchar 	M.S. (E.N.T.)	GN	GNNO	Allotted
5966	11836	AIQ	Government Medical College	Latur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5967	11838	AIQ	Topiwala National Medical College	Mumbai 	PG Diploma in Psychological Medicine / Psychiatric Medicine	GN	GNNO	Allotted
5968	11840	AIQ	Lokopriya Gopinath Bordoloi Regional Institute of Mental Health	Tezpur 	M.D. (PSYCHIATRY)	OBC	OBC	Allotted
5969	11845	AIQ	Government Medical College	Nanded 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
5970	11846	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
5971	11855	AIQ	Government Medical College	Kannur 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	OBC	Allotted
5972	11862	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5973	11868	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
5974	11869	AIQ	Government Medical College	Bhavnagar 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5975	11874	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (PHARMACOLOGY)	GN	GNNO	Allotted
5976	11876	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
5977	11884	AIQ	Guwahati Medical College	Guwahati 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
5978	11886	AIQ	Rajah Muthiah Medical College	Annamalai Universit 	DIPLOMA IN ANAESTHESIOLOGY	GN	GNNO	Allotted
5979	11889	AIQ	Indira Gandhi Institute of Medical Sciences	Patna 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5980	11890	AIQ	Kanyakumari Medical College	Kanyakumari 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
5981	11891	AIQ	Government Medical College	Aurangabad 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5982	11901	AIQ	Jawaharlal Nehru Institute of Medical Sciences	Imphal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5983	11903	AIQ	Government Medical College	Latur 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5984	11904	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5985	11905	AIQ	HBT Medical College and Dr RN Cooper Municipal General Hospital	Juhu Mumbai 	M.D. (COMMUNITY HEALTH & ADMN.)	GN	OBC	Allotted
5986	11910	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5987	11913	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.Ch. (Neuro Surgery)	GN	GNNO	Allotted
5988	11917	AIQ	Government Medical College	Kozhikode 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
5989	11924	AIQ	College of Medicine and Sagore Dutta Hospital	Kolkata 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5990	11927	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5991	11930	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.S. (OPHTHALMOLOGY)	SC	SC	Allotted
5992	11935	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
5993	11937	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (PREVENTIVE & SOCIAL MEDICINE)/ COMMUNITY MEDICINE	GN	GNNO	Allotted
5994	11940	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
5995	11942	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (ANAESTHESIOLOGY)	OBC	OBC	Allotted
5996	11944	AIQ	Thiruvarur Govt.Medical College	Thiruvarur 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5997	11948	AIQ	Kurnool Medical College	Kurnool 	M.D. (PAEDIATRICS)	SC	SC	Allotted
5998	11951	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
5999	11960	MNG	Kalinga Institute of Medical Sciences	Bhubaneswar 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
6000	11961	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6001	11969	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6002	11977	AIQ	Mahatma Gandhi Medical College	Indore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6003	11981	AIQ	Indra Gandhi Medical College	Shimla 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6004	11990	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6005	11991	AIQ	R.G. KAR MEDICAL COLLEGE	KOLKATA 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6006	11995	AIQ	Sawai ManSingh Medical College	Jaipur 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6007	11998	AIQ	Government Medical College	Latur 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6008	12000	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6009	12001	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6010	12008	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
6011	12012	AIQ	Siddartha Medical College	Vijayawada 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6012	12013	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6013	12014	AIQ	Government Medical College	Thrissur 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
6014	12015	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
6015	12018	AIQ	Government Medical College	Miraj 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6016	12022	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6017	12029	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6018	12033	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6019	12036	AIQ	Darbhanga Medical College	Laheriasarai 	DIP.IN GYNAE. & OBST.	GN	EWNO	Allotted
6020	12037	MNG	Jawahar Lal Nehru Medical College	KLEU Belagavi	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6021	12045	AIQ	College of Medicine and Sagore Dutta Hospital	Kolkata 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6022	12046	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6023	12049	AIQ	Assam Medical College	Dibrugarh 	M.D. (PSYCHIATRY)	GN	OBC	Allotted
6024	12055	AIQ	Government Medical College	Bhavnagar 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6025	12058	MNG	Dr. DY Patil Medical College and Hospt.	Pune 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
6026	12059	AIQ	Silchar Medical College	Silchar 	M.S. (E.N.T.)	GN	OBC	Allotted
6027	12061	AIQ	Government Medical College	Bhavnagar 	M.D. (ANAESTHESIOLOGY)	GN	EWNO	Allotted
6028	12065	AIQ	JWAHAR LAL NEHRU MEDICAL COLLEGE	ALIGARH 	M.D. (PATHOLOGY)	GN	OBC	Allotted
6029	12067	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	PG Diploma in Psychological Medicine / Psychiatric Medicine	GN	GNNO	Allotted
6030	12068	AIQ	Topiwala National Medical College	Mumbai 	M.S. (GENERAL SURGERY)	SC	SC	Allotted
6031	12070	AIQ	Sarojini Naidu Medical College	AGRA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6032	12072	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
6033	12079	AIQ	Guru Govind Singh Medical College	Faridkot 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6034	12083	AIQ	Dr. B.C. Roy Post Graduate Institute Of Pediatric Sciences	Kolkata 	M.D. (PAEDIATRICS)	SC	SC	Allotted
6035	12085	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6036	12088	AIQ	Gandhi Medical College	Bhopal 	M.D. (ANAESTHESIOLOGY)	GN	OBC	Allotted
6037	12089	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
6038	12090	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	SC	SC	Allotted
6039	12091	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
6040	12092	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (ANAESTHESIOLOGY)	SC	SC	Allotted
6041	12094	AIQ	Government Medical College	Thrissur 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
